study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA472383	SAMN09233388	SRS3324302	SRX4108652	SRR7191985	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191985/SRR7191985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191985/SRR7191985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191985/SRR7191985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191985/SRR7191985_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191985	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191985		
PRJNA472383	SAMN09233388	SRS3324302	SRX4108652	SRR7191986	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191986/SRR7191986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191986/SRR7191986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191986/SRR7191986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191986/SRR7191986_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191986	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191986		
PRJNA472383	SAMN09233388	SRS3324302	SRX4108652	SRR7191987	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191987/SRR7191987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191987/SRR7191987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191987/SRR7191987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191987/SRR7191987_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191987	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191987		
PRJNA472383	SAMN09233387	SRS3324303	SRX4108653	SRR7191988	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191988/SRR7191988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191988/SRR7191988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191988/SRR7191988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191988/SRR7191988_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191988	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191988		
PRJNA472383	SAMN09233387	SRS3324303	SRX4108653	SRR7191989	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191989/SRR7191989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191989/SRR7191989_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191989/SRR7191989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191989/SRR7191989_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191989	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191989		
PRJNA472383	SAMN09233387	SRS3324303	SRX4108653	SRR7191990	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191990/SRR7191990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191990/SRR7191990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191990/SRR7191990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7191990/SRR7191990_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191990	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7191990		
PRJNA472383	SAMN09233387	SRS3324303	SRX4108653	SRR7191991	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191991/SRR7191991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191991/SRR7191991_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191991/SRR7191991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7191991/SRR7191991_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191991	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7191991		
PRJNA472383	SAMN09233387	SRS3324303	SRX4108653	SRR7191992	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191992/SRR7191992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191992/SRR7191992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191992/SRR7191992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7191992/SRR7191992_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191992	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7191992		
PRJNA472383	SAMN09233386	SRS3324304	SRX4108654	SRR7191993	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191993/SRR7191993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191993/SRR7191993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191993/SRR7191993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7191993/SRR7191993_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191993	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7191993		
PRJNA472383	SAMN09233386	SRS3324304	SRX4108654	SRR7191994	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191994/SRR7191994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191994/SRR7191994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191994/SRR7191994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7191994/SRR7191994_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191994	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7191994		
PRJNA472383	SAMN09233386	SRS3324304	SRX4108654	SRR7191995	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191995/SRR7191995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191995/SRR7191995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191995/SRR7191995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7191995/SRR7191995_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191995	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7191995		
PRJNA472383	SAMN09233385	SRS3324305	SRX4108655	SRR7191996	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191996/SRR7191996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191996/SRR7191996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191996/SRR7191996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7191996/SRR7191996_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191996	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7191996		
PRJNA472383	SAMN09233385	SRS3324305	SRX4108655	SRR7191997	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191997/SRR7191997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191997/SRR7191997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191997/SRR7191997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7191997/SRR7191997_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191997	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7191997		
PRJNA472383	SAMN09233385	SRS3324305	SRX4108655	SRR7191998	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191998/SRR7191998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191998/SRR7191998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191998/SRR7191998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7191998/SRR7191998_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191998	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7191998		
PRJNA472383	SAMN09233384	SRS3324306	SRX4108656	SRR7191999	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191999/SRR7191999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191999/SRR7191999_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191999/SRR7191999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7191999/SRR7191999_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191999	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7191999		
PRJNA472383	SAMN09233384	SRS3324306	SRX4108656	SRR7192000	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192000/SRR7192000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192000/SRR7192000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192000/SRR7192000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192000/SRR7192000_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192000	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192000		
PRJNA472383	SAMN09233384	SRS3324306	SRX4108656	SRR7192001	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192001/SRR7192001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192001/SRR7192001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192001/SRR7192001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192001/SRR7192001_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192001	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192001		
PRJNA472383	SAMN09233383	SRS3324307	SRX4108657	SRR7192002	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192002/SRR7192002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192002/SRR7192002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192002/SRR7192002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192002/SRR7192002_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192002	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192002		
PRJNA472383	SAMN09233383	SRS3324307	SRX4108657	SRR7192003	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192003/SRR7192003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192003/SRR7192003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192003/SRR7192003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192003/SRR7192003_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192003	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192003		
PRJNA472383	SAMN09233383	SRS3324307	SRX4108657	SRR7192004	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192004/SRR7192004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192004/SRR7192004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192004/SRR7192004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192004/SRR7192004_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192004	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192004		
PRJNA472383	SAMN09233383	SRS3324307	SRX4108657	SRR7192005	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192005/SRR7192005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192005/SRR7192005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192005/SRR7192005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192005/SRR7192005_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192005	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192005		
PRJNA472383	SAMN09233382	SRS3324308	SRX4108658	SRR7192006	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192006/SRR7192006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192006/SRR7192006_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192006/SRR7192006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192006/SRR7192006_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192006	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192006		
PRJNA472383	SAMN09233382	SRS3324308	SRX4108658	SRR7192007	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192007/SRR7192007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192007/SRR7192007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192007/SRR7192007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192007/SRR7192007_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192007	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192007		
PRJNA472383	SAMN09233382	SRS3324308	SRX4108658	SRR7192008	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192008/SRR7192008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192008/SRR7192008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192008/SRR7192008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192008/SRR7192008_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192008	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192008		
PRJNA472383	SAMN09233381	SRS3324309	SRX4108659	SRR7192009	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192009/SRR7192009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192009/SRR7192009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192009/SRR7192009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192009/SRR7192009_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192009	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192009		
PRJNA472383	SAMN09233381	SRS3324309	SRX4108659	SRR7192010	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192010/SRR7192010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192010/SRR7192010_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192010/SRR7192010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192010/SRR7192010_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192010	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192010		
PRJNA472383	SAMN09233380	SRS3324310	SRX4108660	SRR7192011	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192011/SRR7192011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192011/SRR7192011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192011/SRR7192011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192011/SRR7192011_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192011	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192011		
PRJNA472383	SAMN09233380	SRS3324310	SRX4108660	SRR7192012	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192012/SRR7192012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192012/SRR7192012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192012/SRR7192012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192012/SRR7192012_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192012	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192012		
PRJNA472383	SAMN09233380	SRS3324310	SRX4108660	SRR7192013	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192013/SRR7192013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192013/SRR7192013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192013/SRR7192013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192013/SRR7192013_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192013	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192013		
PRJNA472383	SAMN09233379	SRS3324349	SRX4108661	SRR7192014	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192014/SRR7192014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192014/SRR7192014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192014/SRR7192014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192014/SRR7192014_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192014	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192014		
PRJNA472383	SAMN09233379	SRS3324349	SRX4108661	SRR7192015	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192015/SRR7192015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192015/SRR7192015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192015/SRR7192015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192015/SRR7192015_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192015	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192015		
PRJNA472383	SAMN09233379	SRS3324349	SRX4108661	SRR7192016	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192016/SRR7192016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192016/SRR7192016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192016/SRR7192016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192016/SRR7192016_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192016	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192016		
PRJNA472383	SAMN09233379	SRS3324349	SRX4108661	SRR7192017	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192017/SRR7192017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192017/SRR7192017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192017/SRR7192017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192017/SRR7192017_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192017	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192017		
PRJNA472383	SAMN09233378	SRS3324311	SRX4108662	SRR7192018	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192018/SRR7192018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192018/SRR7192018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192018/SRR7192018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192018/SRR7192018_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192018	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192018		
PRJNA472383	SAMN09233358	SRS3324312	SRX4108663	SRR7192019	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192019/SRR7192019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192019/SRR7192019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192019/SRR7192019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192019/SRR7192019_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192019	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192019		
PRJNA472383	SAMN09233358	SRS3324312	SRX4108663	SRR7192020	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192020/SRR7192020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192020/SRR7192020_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192020/SRR7192020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192020/SRR7192020_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192020	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192020		
PRJNA472383	SAMN09233358	SRS3324312	SRX4108663	SRR7192021	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192021/SRR7192021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192021/SRR7192021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192021/SRR7192021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192021/SRR7192021_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192021	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192021		
PRJNA472383	SAMN09233358	SRS3324312	SRX4108663	SRR7192022	9606	Homo sapiens	Illumina HiSeq 4000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192022/SRR7192022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192022/SRR7192022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192022/SRR7192022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192022/SRR7192022_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192022	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192022		
