Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,resident_tissue,Sample Name,source_name,SRA Study
SRR7192084,RNA-Seq,145,2799437097,PRJNA472383,SAMN09233372,1113043513,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192086,RNA-Seq,145,2735830885,PRJNA472383,SAMN09233372,1064096642,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192088,RNA-Seq,145,2801824909,PRJNA472383,SAMN09233372,1112325157,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108683,GSM3148632,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148632,BC06,SRP148597
SRR7192090,RNA-Seq,150,28663305900,PRJNA472383,SAMN09233370,21863245874,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108684,GSM3148633,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148633,BC06,SRP148597
SRR7192092,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233369,5351260034,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108685,GSM3148634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148634,BC07,SRP148597
SRR7192094,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233369,5502635251,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108685,GSM3148634,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148634,BC07,SRP148597
SRR7192098,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233367,5576583560,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108686,GSM3148635,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148635,BC07,SRP148597
SRR7192101,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233366,5912916588,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108687,GSM3148636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148636,BC07,SRP148597
SRR7192103,RNA-Seq,202,11938269892,PRJNA472383,SAMN09233366,5027864098,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108687,GSM3148636,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148636,BC07,SRP148597
SRR7192105,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233364,5409456740,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108688,GSM3148637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148637,BC08,SRP148597
SRR7192106,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233364,5510933853,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108688,GSM3148637,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148637,BC08,SRP148597
SRR7192108,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233363,5416235468,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108689,GSM3148638,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148638,BC08,SRP148597
SRR7192113,RNA-Seq,145,2709183614,PRJNA472383,SAMN09233362,1083643077,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192117,RNA-Seq,144,4812370362,PRJNA472383,SAMN09233362,1924089335,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7192118,RNA-Seq,144,4681002147,PRJNA472383,SAMN09233362,1846028654,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108690,GSM3148639,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148639,BC08,SRP148597
SRR7191948,RNA-Seq,100,14825700500,PRJNA472383,SAMN09233343,7842632546,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108636,GSM3148585,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148585,BC01,SRP148597
SRR7191954,RNA-Seq,202,5185105882,PRJNA472383,SAMN09233340,1944143473,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108639,GSM3148588,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148588,BC01,SRP148597
SRR7191956,RNA-Seq,202,2018923946,PRJNA472383,SAMN09233339,737864181,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108640,GSM3148589,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148589,BC01,SRP148597
SRR7191958,RNA-Seq,202,2256513114,PRJNA472383,SAMN09233338,822235931,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108641,GSM3148590,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148590,BC01,SRP148597
SRR7191960,RNA-Seq,202,1735589252,PRJNA472383,SAMN09233338,692124315,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108641,GSM3148590,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148590,BC01,SRP148597
SRR7191962,RNA-Seq,202,4510482240,PRJNA472383,SAMN09233337,1808304853,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108642,GSM3148591,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148591,BC01,SRP148597
SRR7191964,RNA-Seq,202,5752116448,PRJNA472383,SAMN09233336,2364021076,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108643,GSM3148592,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148592,BC01,SRP148597
SRR7191966,RNA-Seq,202,12582682212,PRJNA472383,SAMN09233335,5230155230,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108644,GSM3148593,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148593,BC01,SRP148597
SRR7191968,RNA-Seq,202,9170830906,PRJNA472383,SAMN09233334,3620967958,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108645,GSM3148594,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148594,BC01,SRP148597
SRR7191971,RNA-Seq,202,1558741888,PRJNA472383,SAMN09233411,644092411,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108646,GSM3148595,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148595,BC02,SRP148597
SRR7191973,RNA-Seq,202,13484666146,PRJNA472383,SAMN09233410,5373424125,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108647,GSM3148596,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148596,BC02,SRP148597
SRR7191975,RNA-Seq,202,12092562744,PRJNA472383,SAMN09233409,4899192657,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108648,GSM3148597,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148597,BC02,SRP148597
SRR7191977,RNA-Seq,202,13512586990,PRJNA472383,SAMN09233408,5427306746,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108649,GSM3148598,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148598,BC02,SRP148597
SRR7191978,RNA-Seq,202,7139314280,PRJNA472383,SAMN09233407,2795197055,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108650,GSM3148599,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148599,BC02,SRP148597
SRR7191981,RNA-Seq,202,4106622428,PRJNA472383,SAMN09233389,1612299018,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108651,GSM3148600,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,lymph node,GSM3148600,BC02,SRP148597
SRR7191983,RNA-Seq,100,2178190200,PRJNA472383,SAMN09233388,840019927,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108652,GSM3148601,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148601,BC02,SRP148597
SRR7191985,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233388,5799960869,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108652,GSM3148601,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148601,BC02,SRP148597
SRR7191987,RNA-Seq,202,102053430,PRJNA472383,SAMN09233388,38838198,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108652,GSM3148601,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148601,BC02,SRP148597
SRR7191989,RNA-Seq,202,4617531130,PRJNA472383,SAMN09233387,1819487182,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108653,GSM3148602,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148602,BC02,SRP148597
SRR7191991,RNA-Seq,202,2426726394,PRJNA472383,SAMN09233387,982097876,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108653,GSM3148602,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148602,BC02,SRP148597
SRR7191993,RNA-Seq,100,4615168700,PRJNA472383,SAMN09233386,1855588514,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108654,GSM3148603,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148603,BC02,SRP148597
SRR7191996,RNA-Seq,100,3527899500,PRJNA472383,SAMN09233385,1344995067,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108655,GSM3148604,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148604,BC02,SRP148597
SRR7191998,RNA-Seq,202,3221248752,PRJNA472383,SAMN09233385,1266229310,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108655,GSM3148604,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148604,BC02,SRP148597
SRR7191999,RNA-Seq,100,3168085600,PRJNA472383,SAMN09233384,1201406531,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108656,GSM3148605,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148605,BC02,SRP148597
SRR7192000,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233384,5509740335,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108656,GSM3148605,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148605,BC02,SRP148597
SRR7192003,RNA-Seq,202,10195035142,PRJNA472383,SAMN09233383,4048913500,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108657,GSM3148606,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148606,BC02,SRP148597
SRR7192005,RNA-Seq,202,5986252022,PRJNA472383,SAMN09233383,2348458962,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108657,GSM3148606,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148606,BC02,SRP148597
SRR7192007,RNA-Seq,202,4021216020,PRJNA472383,SAMN09233382,1594590296,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108658,GSM3148607,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148607,BC02,SRP148597
SRR7192009,RNA-Seq,100,5488342800,PRJNA472383,SAMN09233381,2064747785,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108659,GSM3148608,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148608,BC03,SRP148597
SRR7192011,RNA-Seq,100,31594884600,PRJNA472383,SAMN09233380,11038754526,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108660,GSM3148609,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148609,BC03,SRP148597
SRR7192013,RNA-Seq,100,7632013400,PRJNA472383,SAMN09233380,3934839720,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108660,GSM3148609,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148609,BC03,SRP148597
SRR7192014,RNA-Seq,100,33302909700,PRJNA472383,SAMN09233379,11039719786,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108661,GSM3148610,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148610,BC03,SRP148597
SRR7192016,RNA-Seq,100,5590193200,PRJNA472383,SAMN09233379,2110417129,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108661,GSM3148610,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast,GSM3148610,BC03,SRP148597
SRR7192018,RNA-Seq,100,3649947400,PRJNA472383,SAMN09233378,1982060490,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108662,GSM3148611,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148611,BC03,SRP148597
SRR7192020,RNA-Seq,100,6507782500,PRJNA472383,SAMN09233358,3416188821,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108663,GSM3148612,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148612,BC03,SRP148597
SRR7192022,RNA-Seq,100,9821197700,PRJNA472383,SAMN09233358,5136563207,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108663,GSM3148612,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148612,BC03,SRP148597
SRR7192024,RNA-Seq,100,5151683000,PRJNA472383,SAMN09233357,2723054565,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108664,GSM3148613,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148613,BC03,SRP148597
SRR7192025,RNA-Seq,202,3044892248,PRJNA472383,SAMN09233355,1144953807,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108665,GSM3148614,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148614,BC04,SRP148597
SRR7192027,RNA-Seq,100,2919308600,PRJNA472383,SAMN09233355,1180114582,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108665,GSM3148614,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148614,BC04,SRP148597
SRR7192029,RNA-Seq,202,6138432964,PRJNA472383,SAMN09233354,2299697453,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108666,GSM3148615,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148615,BC04,SRP148597
SRR7192031,RNA-Seq,100,7000000000,PRJNA472383,SAMN09233354,2686647129,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108666,GSM3148615,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148615,BC04,SRP148597
SRR7192032,RNA-Seq,100,168735400,PRJNA472383,SAMN09233354,69639072,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108666,GSM3148615,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148615,BC04,SRP148597
SRR7192033,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233352,5291628641,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108667,GSM3148616,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148616,BC04,SRP148597
SRR7192036,RNA-Seq,100,1838529500,PRJNA472383,SAMN09233352,708471551,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108667,GSM3148616,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148616,BC04,SRP148597
SRR7192038,RNA-Seq,100,4418685000,PRJNA472383,SAMN09233351,1697052223,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108668,GSM3148617,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148617,BC04,SRP148597
SRR7192040,RNA-Seq,202,3182763914,PRJNA472383,SAMN09233349,1247078820,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108669,GSM3148618,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148618,BC04,SRP148597
SRR7192042,RNA-Seq,202,14140000000,PRJNA472383,SAMN09233348,5356212852,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108670,GSM3148619,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148619,BC04,SRP148597
SRR7192044,RNA-Seq,100,6016309000,PRJNA472383,SAMN09233348,2279387335,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108670,GSM3148619,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148619,BC04,SRP148597
SRR7192047,RNA-Seq,100,3517691900,PRJNA472383,SAMN09233346,1353395509,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108671,GSM3148620,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,blood,GSM3148620,BC04,SRP148597
SRR7192049,RNA-Seq,202,11927588132,PRJNA472383,SAMN09233344,4566238989,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108672,GSM3148621,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148621,BC04,SRP148597
SRR7192050,RNA-Seq,100,7000000000,PRJNA472383,SAMN09233333,2669495842,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108673,GSM3148622,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148622,BC04,SRP148597
SRR7192051,RNA-Seq,100,2812082200,PRJNA472383,SAMN09233333,1082431080,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108673,GSM3148622,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148622,BC04,SRP148597
SRR7192054,RNA-Seq,100,199601100,PRJNA472383,SAMN09233330,78697619,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108674,GSM3148623,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148623,BC04,SRP148597
SRR7192056,RNA-Seq,202,326136272,PRJNA472383,SAMN09233330,130633886,CD45+ leukocytes,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4108674,GSM3148623,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-06-28T00:00:00Z,breast tumor,GSM3148623,BC04,SRP148597
